original_index,review_text,polarity,rating,kfold_polarity,kfold_rating
86700,otima compra,1.0,5,5,5
8969,"Muito bonito e rápido, recomendo",1.0,5,5,5
72468,"A resistência deveria vir uma 110 e outra 220.
Vieram duas 110.
Essa foi a razão de meu desapontamento.
E como corrigir?",0.0,1,5,5
95057,Satisfeita com o atendimento e com o produto.,1.0,5,5,5
44887,Produto de baixa qualidade.,0.0,1,5,5
29219,tive q passar a manha no correio...mas ta ok,,3,-1,5
17678,"O pedido tem duas etapas, uma foi entregue a outra não. Estou aguardando, são fintas para impressora do computador.
Grata por receber o produto e poder continuar prestigiando as Lojas lannister",0.0,2,5,5
55314,Ótima aquisição feliz com a compra e entrega,1.0,4,5,5
43722,Produto muito bem feito! Recomendo,1.0,5,5,5
38821,"meu produto não chegou em minha casa, me enviaram um email dizendo que havia ocorrido uma ocorrência ,mas, não me comunicaram qual e o que fazer.
",0.0,1,5,5
14090,Recomendo!!,1.0,5,5,5
35134,"paguei frete, mas tive que retirar o produto nos correios quero o valor só frete de volta",,3,-1,5
10250,só não gostei por q o produto não tem o selo do imetro. mais o resto estava tudo serto.,1.0,4,5,5
27264,"me entregou com 8 dias antes do prazo, excelente ",1.0,5,5,5
3231,Ainda não recebi meu produto,0.0,1,5,5
41702,"Produto muito abaixo da expectativa e veio com o lacre aberto, não gostei e já solicitei a devolução do produto.",0.0,1,5,5
9203,"produto entregue no prazo, conforme a descrição, só achei as peças um pouco frágil",1.0,4,5,5
92139,"Recebi o produto adequado, antes do prazo previsto. ",1.0,5,5,5
5970,"Gostei do produto, porém o visor do sensor está trincado em 2 partes, por ser um produto novo não deveria estar com estas características, como está funcionando direito deixei passar. ",1.0,4,5,5
31918,recebi antes do prazo,1.0,4,5,5
91699,Não recebi meu produto preciso urgentemente de uma posição,0.0,1,5,5
92114,Entrega no meu caso bem antes do prazo e smp o pedido certo :),1.0,5,5,5
18093,"Recebi parte do pedido, comprei 6 cartuchos, mas recebi somente 5. Já enviei uma mensagem. Por favor, poderiam verificar onde foi parar o outro cartucho? Obrigada",,3,-1,5
46095,"Bom produto,entregue antes do prazo.",1.0,5,5,5
67246,O produto infelizmente não chegou...,0.0,1,5,5
74825,"Pelo preço bom mais as almofadas deixou a desejar por causa do babado diferente da fronhas,poderia ser iguais .",,3,-1,5
92745,"O produto é grande para o notebook de 15,6"" e tem poucas espumas para proteger o not.",1.0,4,5,5
72398,Otimo. Parabens. Bom trabalho.,1.0,5,5,5
73626,Recebi o produto antes do prazo previsto e Amei.,1.0,5,5,5
48233,"O vendedor compre com o que diz no site, o produto chegou dentro do prazo e e de ótima qualidade.",1.0,5,5,5
33741,A unica coisa que achei negativa é que o visor não tem iluminação.,1.0,5,5,5
11507,Gostei da eficiência do atendimento,1.0,5,5,5
4779,"os protetores frágeis, skate bom",,3,-1,5
79414,"produto bom, leve, forte. Facil utilização.entrega super rápida",1.0,5,5,5
95135,Cabo de aço com pouca durabilidade.,,3,-1,5
6044,Chegou no prazo e como eu esperava super recomendo,,3,-1,5
35412,"Pela demora não recomendo a loja,pois já faz um que comprei e não me enviaram ainda e nem uma satisfação me deram.",0.0,2,5,5
12958,"Comprei um relógio preto, porém chegou um vermelho, resolvi ficar com esse por também ter combinado com o quarto",1.0,4,5,5
24151,Produto entregue de acordo com as expectativas.,1.0,5,5,5
82433,Tudo ok,1.0,4,5,5
36013,"Squeeze sensacional! Mantém a temperatura por muito tempo. Além de bonito, tem um acabamento impecável! Recomendo.",1.0,5,5,5
74949,Entregue no prazo atendimento muito bom,1.0,5,5,5
15283,Creme chegou certinho com o selo de autentico.,1.0,5,5,5
35057,"O material chegou antes do prazo, mas das três peças que comprei, uma delas estava com a alça(cabo) quebrado.",,3,-1,5
79571,"EXCELENTE PRODUTO, PERFEITO",1.0,5,5,5
66016,"Gostei muito do que comprei e,a entrega se deu bem rápida! ",1.0,5,5,5
43037,"O lençol não é o que parece.....achei q era percal cem por cento algodão, e não é, como dizia profissional imaginei os lençóis de hotéis ",,3,-1,5
46146,Muito bom,1.0,5,5,5
50928,"Delicadinho, muito lindinho",1.0,5,5,5
31723,bom produto,1.0,5,5,5
31466,"Se eu soubesse tinha comprado o maior,pois ele é um belíssimo quadro.",1.0,5,5,5
65888,"O produto chegou antes do prazo, e veio correto. Recomendo muito!!! ",1.0,5,5,5
37471,Gostei atendimento e a mercadoria chegou antes do prazo combinado.,1.0,5,5,5
1666,"Ainda não recebi um dos relógios, ainda aguardando...obrigada!",1.0,5,5,5
64852,não foi o que eu esperava muito simples e com um sistema de rolamento horrível um pedaço de cano quando falamos de rolamento pensei que fosse com prolema e fica pendendo para os lados a plataforma.,0.0,1,5,5
70269,Eficiencia e Comprometimento com o Consumidor.,1.0,4,5,5
81283,"Produto bonito, no entanto, a parte musical não funciona direito!! ",,3,-1,5
91982,"Estou super insatisfeita, estava precisando do material urgente e so comprei pq As Lojas lannister nunca tive algum problema, já o fornecedor não digo o mesmo. Não teve comprometimento.
",0.0,1,5,5
95167,"Os primeiros foram entregues corretamente ,mais o último até agora nada.",1.0,5,5,5
75767,Perfeito! Tudo como o esperado!,1.0,5,5,5
83364,"Produto muito bom, porém o modo de por no braço poderia ser melhor, vem elástico e curto...",1.0,4,5,5
67298,Meu produto não foi entregue até hoje e não tenho nehuma resposta! Vou ter que acionar na justiça.,0.0,1,5,5
96655,"Ótimo produto, recomendo a loja nota 10!!! ",1.0,5,5,5
99152,O produto foi recebido com sucesso e dentro do prazo. Cliente satisfeito.,1.0,4,5,5
16243,Nao recebi o produto,0.0,1,5,5
41082,Veio com um defeito no acrílico que fica bem aparente.,0.0,2,5,5
32869,"Alto Falante 10 Polegadas Medio Grave - 8ohms 400w Rms - QVS - 10MGS400-8
SÓ RECEBE 2 UNIDADES FALTARAM DUAS",0.0,1,5,5
77949,"lannister ótima, entrega antes do prazo, mas o produto não tem um bom acabamento no assento e as rodinhas são fracas.
Para quem gosta, o encosto mantém a coluna bem reta. Não tem opção de inclinação",,3,-1,5
10469,Produto veio certinho e antes do prazo,1.0,5,5,5
18340,Produto entrega no prazo bem embalado ótima qualidade.,1.0,5,5,5
44129,Novamente só Tenho Q agradecer vcs. Pontualidade respeito com seus cliente.muito obrigado por vcs serem Assim.nota 1000,1.0,5,5,5
86557,#SempreÉbomMelhorar!!!!,1.0,5,5,5
16436,Opinião eu não tenho ainda pois ainda não recebi a minha mercadoria,0.0,1,5,5
20554,Produto muito bom. Recomendo,1.0,4,5,5
54970,"Não recebi o produto até a data estipulada, sendo que o tempo para remessa era enorme, infelizmente não sei se foi problema dos correios ou a loja fez algo errado na remessa.",0.0,1,5,5
8792,bom mas o problema foi correios,1.0,5,5,5
7792,Na foto e de um jeito quando chega nda haver ruim,0.0,1,5,5
59190,Melhor sai-te recomendo sempre vou compra aqui,1.0,5,5,5
59637,"Entrega antes do prazo. Muito bom e seguro.
",1.0,5,5,5
6290,"Produto entregue, testado e aprovado!",1.0,5,5,5
21880,"O produto é bom, mas tem um cheiro insuportável de cola de sapateiro ",0.0,1,5,5
89989,Mesmo com a paralisação o produto chegou antes do previsto. E vieram sem nenhum problema,1.0,5,5,5
86480,Ótimo fornecedor,1.0,5,5,5
72923,"Não gostei, pois não chegou devido alguns problemas. 
Quero meu dinheiro de volta.",0.0,1,5,5
59564,muinto bom o profuto,1.0,4,5,5
26029,Só tenho a agradecer,1.0,5,5,5
809,Produto recebido no prazo e em perfeitas condições.,1.0,5,5,5
89767,otimo produto entregue muito antes do prazo,1.0,5,5,5
14835,"O produto chegou certinho bem embalado ,lacrado e chegou bem antes do prazo combinado ,fiquei muito satisfeita com minha compra eu recomendo as lojas lannister .",1.0,5,5,5
84261,As parceiras do stark estão dentro do padrão stark. Perfeitas.,1.0,5,5,5
84350,8,1.0,4,5,5
42590,"Entrega bem antes do esperado 
Gostei!",1.0,4,5,5
56235,Boa,1.0,5,5,5
69642,Amei a mochila e como veio rápido e mto bem embalado.obg,1.0,5,5,5
27303,Não recebi o produto pois a loja não colocou meu sobrenome na identificação da entrega e o correios não entregaria para qualquer cristiane,0.0,1,5,5
38241,"O objeto em questão foi o q eu esperava mais a embalagem poderia ser um pouco melhor, deveria ser de metal a final para se presentear uma pessoa a embalagem é muito simples",,3,-1,5
44336,Paguei o frete é não recebi o produto no endereço indicado. Tive que pagar táxi pra ir buscar no correio.,0.0,1,5,5
7685,"Produto entregue no prazo, nada que desabone.",1.0,5,5,5
61513,Entregue no prazo. Equipamento atende as necessidades. Excelente aquisição.,1.0,5,5,5
81000,"Tintas originais, bem embaladas e entregue bem antes do prazo. Indico a loja, principalmente pelo preço do kit das 4 tintas ecotank T664.",1.0,5,5,5
50089,"Gostaria de saber quando chega minha encom
",,3,-1,5
77415,"Boa tarde, 
As cadeiras vieram com defeitos, braços arranhados e encosto manchado! E a lannister não responde e-mails! Vergonhoso!! 
",0.0,1,5,5
34594,"Entrega rápida, produto muito Bom!! Vale muito a pena; eu super recomendo. ",1.0,5,5,5
69197,Demorou muito para chegar o produto,,3,-1,5
31252,"O produto veio com uns pequenos defeitos nada demais, porém me incomodou um pouco.",,3,-1,5
69965,Produto chegou bem embalado e antes do prazo,1.0,5,5,5
80325,bom produto,1.0,5,5,5
41895,gostaria de receber o meu produto que ate gora não,0.0,2,5,5
37153,"Iria comprar mais de voces, mais vi que quanto mais produtos o frete dobra ou triplica!!! ",,3,-1,5
80002,Td certo,1.0,5,5,5
6812,Otima loja para compras on line,1.0,5,5,5
78809,"produto ótimo, entregue dentro do prazo.",1.0,4,5,5
37464,"Chegou perfeito.
Obrigada",1.0,5,5,5
76926,"Mercadoria chegou muito bem embalada, porém achei demorada a entrega.",1.0,4,5,5
65805,Loja confiável estando dentro do prazo recomendo nota 10.,1.0,5,5,5
35314,Preciso que devolvam meu dinheiro. Pedi um produto é veio outro,0.0,1,5,5
39578,"Recebi o produto rapidamente, sendo que mercadoria tem uma qualidade boa. ",1.0,5,5,5
45084,Prazo de entrega excelente.Foi mais rápido do que eu esperava. Estão de parabéns pelo ótimo atendimento.,1.0,5,5,5
12613,Ótimo.,1.0,5,5,5
77860,"muito o serviço,posso recomendar..
",1.0,4,5,5
44882,Recebi produto errado e não consigo retorno da loja! Continuo sem meu produto!,0.0,1,5,5
71412,"O pedido chegou em recife, voltou pra são paulo e até agora não conseguimos passar os dados bancários para a devolução do valor pago. pois não ligam para o meu número de contato, só ligam para o outro",0.0,1,5,5
80956,Compromisso e respeito para com os clientes,1.0,5,5,5
58537,produto de Boa qualidade,1.0,5,5,5
75244,"Entrega rápida, produto conforme anunciado, adorei.",1.0,4,5,5
58347,"muita demora na entrega, levou mais de 15 dias pra entregar e mesmo assim so entregou um dos produtos que eu fiz.",0.0,2,5,5
13053,Entrega perfeita material bom...só o tamanho que errei.. não serviu mais vou ficar e de para outra pessoa...o tamanho m e muito pequeno.,1.0,4,5,5
68390,"Ótimo produto, entregue antes da data prevista.",1.0,5,5,5
86955,recebi antes do prazo eu recomendo,1.0,5,5,5
58122,Não recebi o produto correto. Estou esperando um retorno até agora.,0.0,1,5,5
74748,Produto perfeito e entrega muito rápida. 3 dias já estava comigo.,1.0,5,5,5
81513,"Compramos uma torneira para o banheiro , torneira cascata e é uma peça muito delicada de vidro , ela veio com um trincado no círculo, fiquei muito chateado pois não é uma peça cara c defeito",0.0,1,5,5
85886,"Não tem muito a ver com as fotos
",1.0,4,5,5
8461,Comprei um patins dia 8/12/17 e até hoje não recebemos minha filha ficou sem presente de Natal porque vcs não conseguiram entregar aguardo o produto ou meu dinheiro de volta,0.0,1,5,5
67708,"empresa responsável, estão de parabéns ",1.0,5,5,5
58742,Chegou bem antes do prazo final.,1.0,5,5,5
19855,Produto entregue antes do combinado.,1.0,5,5,5
31567,"O produto chegou com a caixa amaçada... Como se tivessem colocado algo em cima dela. No entanto, sem avarias, mas negligência com o produto.",,3,-1,5
90920,"muito bom, no prazo! recomendo.",1.0,5,5,5
97303,ENTREGA RAPIDA,1.0,4,5,5
81665,"Excelente parceiro o stark tem! Lindo o produto, muito bem embalado e sem nenhum defeito. Recomendo a loja. ",1.0,5,5,5
77037,Chegou com atraso. Mas recomendo!,1.0,5,5,5
96474,muito bom o produto,1.0,5,5,5
4760,Não gostei muito da qualidade do produto.,0.0,2,5,5
64584,Comprei na quinta e chegou na segunda,1.0,5,5,5
99569,"Fiquei muito satisfeita com minha compra, a entrega foi muito rápida",1.0,4,5,5
45751,"fixação média, mas bons para o cotidiano",,3,-1,5
94782,Entendo que o produto nao chegou por motivo de greve doa correios.,0.0,1,5,5
87338,"Qualidade do produto deixa muuuuito a desejar. O baratheon foi perfeito, mas o produto é muito ruim, não recomendo sua compra a ninguém.",0.0,1,5,5
61737,"Comprei no Rio e mandei entregar no Paraná, chegou bem embalado e antes da data prevista, não vi o produto que só será aberto na noite de Natal, quando farei nova avaliação.",1.0,4,5,5
95424,Cartucho veio com defeito.,0.0,1,5,5
99661,"Desde o preço, toda a transação ocorreu de modo rápido e eficiente. O produto chegou em boas condições e funcionando perfeitamente.",1.0,5,5,5
62910,"BOM DIA NÃO RECEBI ESSA MERCADORIA Manta king microfibra antialérgico jolitex senegal, REF AO PEDIDO 01-68759427, A EMPRESA targaryen SÓ ME ENTROU 1 PRODUTO E NA NOTA SÓ CONSTA 1 PRODUTO, QUERO QUE ENVIEM",0.0,2,5,5
57713,"Preciso do produto paguei por ele, e ainda paguei frete, a obrigação de vcs é me entregar em minha residência, aff!! muito insatisfeita, 
",0.0,1,5,5
86174,"Muito rápido, recomendado.",1.0,5,5,5
58257,Entrega realizada.....cliente satisfeito,1.0,4,5,5
89641,"Carteira veio conforme anunciado e é de ótima qualidade, recomendo!",1.0,5,5,5
57310,Gostei muito da venda das informações do produto. Do acabamento do produto ficou otimo na motocicleta,1.0,5,5,5
98595,"Em algum lugar houve uma falha: comprei seis vidros de óleo de coco, um deles estava com a tampa amassada e vazou aproximadamente 1/4 do frasco, me aborreci, mas não posso afirmar quem foi o responsáv",1.0,4,5,5
62471,"nao recebi o produto e estou com problema para receber o dinheiro de volta

",0.0,1,5,5
4503,excelente como sempre,1.0,5,5,5
13748,"Peguei uma promoção da loja, um excelente produto, muito satisfeito.",1.0,5,5,5
22153,Ainda não recebi o produto e nem responderam a minha pergunta,0.0,2,5,5
30418,"Comprei um item limpador de ar condicionado automotivo de lima limão, enviaram de lavanda.

De qualquer forma chegou o produto.",,3,-1,5
29591,"entrega rapida, e correta gostei muito",1.0,5,5,5
34762,sim,1.0,5,5,5
19665,"Entregaram dentro do prazo porém a previsão foi muito extensa. E como a lannister sempre me entregou antes do prazo, achei que esse produto iria chegar antes do previsto.",0.0,2,5,5
63774,Tudo ok.,1.0,5,5,5
16524,Recebi como prometido,1.0,5,5,5
47771,tudo ok!!!,1.0,5,5,5
82437,"O produto foi entregue super rápido! Porém não foi entregue dourado conforme informado, e sim prateado! Não irei devolver porque sei que a demora será um transtorno.",1.0,4,5,5
74919,"Bom Vendedor, o produto chegou na dada e muito bem armazenado.",1.0,4,5,5
49564,Paguei pelo produto e não recebi.,0.0,1,5,5
33794,Produto muito bem embalado e muito bonito. Parece ser de boa qualidade.,1.0,5,5,5
20466,Produto de boa qualidade,1.0,4,5,5
44911,"excelente produto, recomendo.",1.0,5,5,5
22806,A primeira vez que eu comprei veio certinho ...já o segundo perfume até agora não chegou e minha fatura já chegou com. O valor comprado,,3,-1,5
21898,"O produto é totalmente de má qualidade, as ""bolinhas"" são na verdade adesivos de papel, e as latas vem completamente preta por dentro, podiam ser limpas pelo menos.",0.0,1,5,5
56619,Recomendo ..,1.0,5,5,5
62316,"me encaminharam um email informando que houve 'problema' com a entrega, já entrei em contato para saber o que houve, se iam devolver o dinheiro ou prorrogar o prazo da entrega e não me deram resposta",0.0,2,5,5
19970,"pelo valor do produto, achei que faltou recursos nos botões do relógio, O próprio mostrador do horário é pequeno para um relógio desse porte. Produto muito bonito, estiloso. Entrega rápida.",1.0,4,5,5
43487,Não recebi o produto e ainda não tive o reembolso,0.0,1,5,5
27412,"Era de 12 dias e recebi quase um mês, não culpo a loja em si. Agora as lannister tem que ir em cima dos correios pois a capa chegou 1° que o celular. Obrigado a targaryen foi bom.",1.0,4,5,5
13112,Parabéns continua assim ecelente trabalho,1.0,5,5,5
10074,recomendo,1.0,4,5,5
27114,muito bom,1.0,5,5,5
56388,"Admirável o atendimento e a rapidez na entrega. Agora vamos utilizar o produto. Já iniciei o tratamento.
Obrigado.",1.0,5,5,5
45529,Inferior,0.0,1,5,5
71461,"Entregou no prazo estipulado , mas poderia adiantar pois muito longo o prazo de entrega",1.0,4,5,5
25892,Produto superou as expectativas. De ótima qualidade é muito bem acabado.,1.0,5,5,5
23819,gostei de tudo e a entrega foi bem antes da data falada. otimo. e o frete nao foi tao caro.,1.0,5,5,5
41585,satisfeita com a compra,1.0,5,5,5
4728,AS lannister sempre pontuais.,1.0,5,5,5
98546,"O que faltou foi ter enviado o manual em português pois está todo em inglês, por isso não posso dar 5 estrelas pois até para testar vai ser difícil!!",,3,-1,5
39838,"Produto com defeito de tamanho, um lado maior que o outro e as costuras erradas no tamanho ",0.0,1,5,5
87750,"esse afiador e uma porcaria ,enganação ,melhor uma pedra para amolar manual ,me ferrei ",0.0,1,5,5
62840,"Recebi antes do prazo, muito bom.",1.0,5,5,5
82078,"Bom dia,
Eu me arrependi dessa compra e gostaria de devolver. COmo eu faço?",1.0,5,5,5
29853,"Muito bom,eu recomendo.",1.0,5,5,5
30774,Estou insatisfeita pela falta de atenção com o cliente! Foi solicitado no início o cancelamento do pedido no qual não fui atendida! Não pretendo comprar mais tão cedo por aqui! !!,0.0,2,5,5
4309,"A colcha é mt bonita.
Gostei!",1.0,5,5,5
21204,"a entrega deste parceiro do baratheon é muito demorada e os produtos pelo tamanho poderiam ter vindo em uma embalagem só e pagaria somente um frete, como veio em duas duplicou o custo do frete",,3,-1,5
57937,chegou rapido.,1.0,5,5,5
80654,Meu produto veio com defeitoem uma das peças . Não tem como montar e não estou conseguindo a devolução.,0.0,1,5,5
25338,Consta que foi entregue mas não recebi,0.0,1,5,5
71226,Não recebi.,0.0,1,5,5
94947,"o produto não faz o que propõe infelizmente é fraco e a durabilidade na pele é bem pequena e, ainda possui brilho, com isto mostra as linhas de expressão. O vendedor é excelente, o produto é que não.",1.0,5,5,5
34683,Porém produto de difícil instalação,0.0,2,5,5
37945,Produto entregue dentro do prazo,1.0,5,5,5
2740,Produto correto e foi entregue no prazo.,1.0,5,5,5
72038,Tudo OK,1.0,5,5,5
94449,Muito bom e rápido!!!! Ganhou um cliente!!,1.0,4,5,5
3428,"Produto entregue antes do prazo, boa qualidade e nenhum problema.",1.0,5,5,5
22650,"Gostei muito da minha capa de poltrona, e estou muito satisfeita com a agilidade, foi entregue bem antes do prazo previsto. Recomendo.",1.0,5,5,5
82975,"confiavel,varidade e preço justo.",1.0,5,5,5
93380,Produto entregue no prazo correto,1.0,5,5,5
98241,"A empresa não deu retorno aos e-mail enviados, não entrou em contato para falar a respeito da entrega, no entanto não restou outra alternativa se o não o cancelamento da compra.",0.0,1,5,5
71264,"Umdos kits chegou certo o outro chegou foi cortina, não pedi cortina.. e não consigo falar com a loja",0.0,1,5,5
81583,o que faltou para a 5ª estrela foi a ausência das aberturas para a porta do plug dos fones de ouvido e para um dos microfones,1.0,4,5,5
24380,Não foi entregue em casa .disseram que não tinha ninguém pra receber;só que tinha. Usaram o expediente mais comodo ..entregar todas as encomendas no posto do correio e o cliente se vira pra retirar...,,3,-1,5
11548,"Pena que o produto demorou para ser entregue, mesmo dentro do prazo. Mas ele é lindo, e recebi o produto na cor que solicitei. Já vêm com pilha, e muito bem embalado.",1.0,5,5,5
12339,entrega ante do prazo produto muito bom.,1.0,5,5,5
7875,Ainda não recebi o produto. Comprei dia 22/1017. Quero meu produto ou o dinheiro de volta.,0.0,1,5,5
51417,Boa,,3,-1,5
48387,Ainda estou na espera do produto,0.0,1,5,5
69583,produto dentro das especificações chegou dentro do prazo pelo preço uma otima aquisição!!!,,3,-1,5
65604,ótima,1.0,5,5,5
62675,"Muito bom, entregue antes do prazo.



",1.0,4,5,5
19972,"adorei a minha pasta multi-uso,chegou rapido",1.0,4,5,5
52298,"Produto perfeito entregue antes mesmo do prazo estipulado, obrigada",1.0,5,5,5
76981,Recebi o produto errado na nota fiscal consta slim patch mais recebi um instantly ageless no lugar,0.0,2,5,5
15872,Nunca resebir um produto tão rapido eu min asustei foi o mais rapido que eu resebir .só pode ter side um presente do papai noel porque isto nunca aconteceu comigo.muito obrigado,1.0,5,5,5
33528,Comprei um produto e me mandaram outro de baixissima qualidade....,0.0,1,5,5
85805,a loja esta de parabens recomendo,1.0,5,5,5
44113,Produto bom responsavel pela entrega até antes do prazo.,1.0,5,5,5
58980,Recebi dentro do prazo,1.0,5,5,5
33921,Bom vendedor,1.0,4,5,5
63406,Fiquei bem decepcionada com o produto recebido. Inclusive solicitei devolução do mesmo. A entrega não foi condizente com a propaganda feita....,0.0,1,5,5
42634,"Comprei dois produtos e veio faltando um produto, enviei uma reclamação e estou aguardando resposta.",,3,-1,5
690,"Produto mais que passou do prazo de entregar, tento resolver o problema com a empresa e não consigo falar com ninguém. Tudo que fazem é me passar para reclamar num sistema que não funciona.",0.0,1,5,5
72304,Belo serviço ... Produto chegou inteiro ...5 litros de suco de uva bordô...,1.0,5,5,5
95917,"Amei a bolsa muito linda, perfeita o material e muito bom",1.0,5,5,5
54374,MERCADORIA NÂO CHEGOU,,3,-1,5
76832,"É bonitinho, a base é de plástico. Pelo preço poderia ser um pouco melhor.",,3,-1,5
8584,"recebi rápido,otimo produto,recomendo só achei o frete caro.",1.0,4,5,5
66343,Muito bom,1.0,5,5,5
73774,Comprei 4 cortinas na 5°cortina que comprei veio bem menor que as outras...o pior que ficaram todas juntas...bem desigual,0.0,1,5,5
41014,"Recebi tudo perfeitamente, 20 dias antes do prazo determinado. Só não posso avaliar o produto ainda, pois ainda estou utilizando o último toner que eu tinha.",1.0,4,5,5
18049,Meu endereço é muito fácil. Tudo que compro pela net me é entregue. A targaryen alega que o endereço é errado. Estou muito decpicionada. Quero meu produto. Falta de respeito com o cliente.,0.0,1,5,5
87359,Ainda não recebi o produto.,0.0,1,5,5
11178,"Comprei dois mascotes do boneco Tom , das Olimpíadas e depois de quase dois meses essa empresa "" parceira "" mandou e mail dizendo que a compra foi cancelada !Paguei à vista , com boleto. Nunca mais",0.0,1,5,5
48085,"Produto de má qualidade, de material frágil e diferente daquele ofertado.
Não é sequer robusto e apresenta falhas na fabricação. Como faço para devolver?",0.0,1,5,5
86708,Muito rápido a entrega bem antes do prazo!!,1.0,5,5,5
88802,Eu não recebi o meu produto e também não consigo entrar em contato com a loja. Absurdo!!!,0.0,1,5,5
96348,Vendedor entregou no prazo e produto de qualidade,1.0,5,5,5
79965,Eu ainda não recebi o produto.,0.0,1,5,5
79513,"Comprei esse produto que se dizia ter em estoque efetuei a forma de pagamento tudo ok e dps eles n tinham mais o produto e ate agora nao me falaram nada a respeito, se vou ter reembolso ou outra forma",0.0,1,5,5
44812,Bom,1.0,5,5,5
85792,"Infelizmente não sabia a diferença e comprei para dar de presente, mas por se tratar de kit para mini berço minha amiga nao pode usar. ",1.0,5,5,5
96102,"Foi enviada uma mochila de modelo diferente ao mostrado nas imagens. Ja fiz o pedido de troca, mas este nao foi respondido. Aguardo solução ",0.0,1,5,5
96649,Ola tem como wu rastrear ou verificar quem recebeu?,0.0,1,5,5
97066,"Fui muito bem atendida, recomendo, entrega no prazo . Vou continuar comprando nesta loja. Sempre com boas promoções.
",1.0,5,5,5
56430,Td ok.,1.0,5,5,5
62248,COMPREI 2 CLORETO DE MAGNÉSIO CHEGARAM APENAS 1 UNIDADE.,0.0,1,5,5
58659,"Chegou antes do esperado, me ligaram informando que não teriam a cor que pedi e se podia ser outra, disse que sim!",1.0,4,5,5
80932,"A loja superou as expectativas e entregou o produto nos primeiros dias, muito antes do final do prazo.
Rápido e eficiente.",1.0,5,5,5
48854,Produto horrível sem qualidade nenhuma cada hr da um valor na balança eu não quero mais Vo devolver,0.0,1,5,5
67044,"Site maravilhoso, recomendo tratamento digno de VIP. Parabéns.",1.0,5,5,5
20285,"Mau atendimento, recebi o aviso da mercadoria no último dia do prazo dos correios. ",0.0,1,5,5
40826,"Gostei muito da compra dos quadros! A entrega foi rápida, e os quadros foram exatamente como estavam na imagem!",1.0,5,5,5
41891,"Produto chegou mais de uma semana antes da data de previsão de entrega.
Obrigada! ",1.0,5,5,5
89795,Foram muito ágeis no envio do produto. Chegou antes do prazo estipulado. Muito bem embalado.,1.0,5,5,5
61984,"O produto não é IRON GYM como informado no site.
Exijo meu dinheiro de volta.",0.0,1,5,5
59648,Boa atendimento,1.0,5,5,5
21524,recomendaria,1.0,5,5,5
5058,Atendeu minha necessidade,1.0,5,5,5
90128,"Produto exato, melhor preço da internet, entrega super rápida chegou antes do previsto. ",1.0,5,5,5
38565,Muito bom.,1.0,5,5,5
35205,"O microfone não está funcionando. Tá com um som muito baixo e estranho. O que fazer para utilizar a garantia?
",0.0,2,5,5
83094,Tudo certo!,1.0,5,5,5
69645,Recebi antes do prazo e o produto é melhor do que eu esperava.,1.0,5,5,5
27130,"Minha compra foi simplesmente ridicula, comprei um som e apos 20 dias nem tirou a nf e simplesmente falaram que nao vão me mandar o produto",0.0,1,5,5
63794,Gostei bastante,1.0,4,5,5
32478,Superou minhas expectativas. Feliz pelo produto adquirido,1.0,5,5,5
11750,Entrega sem problemas.,,3,-1,5
23301,Eu não recebi o produto ainda,0.0,1,5,5
8083,Ótimo sempre cumprindo com os prazos é ótimo atendimentos,1.0,5,5,5
67006,"Só compro no site das lojas lannister,pra min o melhor ,são corretíssimos!!!",1.0,5,5,5
5280,Otimo!,1.0,5,5,5
82346,Entrega 100% no prazo....mas veio com pequeno defeito e não estou conseguindo vazer a troca ....preciso de ajuda,1.0,4,5,5
73413,"O produto é bom, mas recebi cor diferente da cor que eu queria e ainda não consegui trocar.",,3,-1,5
87505,"Realizei a compra de três cabos e recebi somente um. Porém, paguei o preço dos três. Quero devolver o produto e receber meu dinheiro de volta.",0.0,1,5,5
22839,Solicitei cancelamento deste produto. Quero receber a tarjeta de devolução devolução para enviar de volta pelo correio. código,0.0,1,5,5
26944,"Não veio o produto que eu queria, veio foi outro produto estou chateado com a loja gosto muito da loja lannister mas dessa vez me chateou",0.0,1,5,5
64245,"A encomenda chegou no prazo, entretanto veio com marcas de uso, sem os acessórios e isso não é correto. Já entrei em contato imediatamente e não fui respondido.",0.0,2,5,5
8610,Chegou antes mesmo do previsto.. amei a cabeceira melhor do que esperado,1.0,5,5,5
83227,"Vendedor correto e rápido. Envio perfeito e no prazo. Parabéns, recomendado.",1.0,5,5,5
26245,"Me entregaram faltando um pote, insatisfação",0.0,1,5,5
46106,"Um excelente produto e entrega rápida! Apenas uma observação é que a função rastrear a entrega estava indisponível, impossibilitando assim saber o dia em que o produto seria entregue. ",1.0,5,5,5
61561,Colocaram uma data e até hje não chegou e new uma data prevista para a entrega vcs colocaram dinovo,,3,-1,5
98466,Amei o produto,1.0,5,5,5
99484,Terrível! Venderam algo que ainda não tinham em estoque com a promessa de entregar! Falta de respeito com o consumidor. E o pior: não posso cancelar a compra! Absurdo!,0.0,1,5,5
71480,Gostei receber antes do prazo fiquei muito feliz,,3,-1,5
92438,"Boa tarde,
quero a troca do meu produto imediatamente",0.0,1,5,5
9369,Aconselho a compra.,1.0,5,5,5
1104,"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro",,3,-1,5
12702,comprei liquido e veio comprimidos,0.0,1,5,5
